YEAR,MO,DY,CLRSKY_SFC_SW_DWN
2013,1,5,7.44
2013,1,6,7.37
2013,1,7,7.45
2013,1,8,7.59
2013,1,9,7.51
2013,1,10,7.51
2013,1,11,7.43
2013,1,12,7.47
2013,1,13,7.33
2013,1,14,7.35
2013,1,15,7.57
2013,1,16,7.5
2013,1,17,7.28
2013,1,18,7.2
2013,1,19,7.2
2013,1,20,7.32
2013,1,21,7.43
2013,1,22,7.31
2013,1,23,7.42
2013,1,24,7.29
2013,1,25,7.49
2013,1,26,7.38
2013,1,27,7.4
2013,1,28,7.49
2013,1,29,7.47
2013,1,30,7.34
2013,1,31,7.38
2013,2,1,7.32
2013,2,2,7.35
2013,2,3,7.33
2013,2,4,7.36
2013,2,5,7.2
2013,2,6,7.16
2013,2,7,7.23
2013,2,8,7.35
2013,2,9,7.42
2013,2,10,7.26
2013,2,11,7.37
2013,2,12,7.29
2013,2,13,7.39
2013,2,14,7.41
2013,2,15,7.38
2013,2,16,7.26
2013,2,17,7.2
2013,2,18,7.35
2013,2,19,7.21
2013,2,20,7.42
2013,2,21,7.6
2013,2,22,7.51
2013,2,23,7.47
2013,2,24,7.29
2013,2,25,7.33
2013,2,26,7.18
2013,2,27,7.29
2013,2,28,7.43
2013,3,1,7.4
2013,3,2,7.31
2013,3,3,7.31
2013,3,4,7.18
2013,3,5,7.26
2013,3,6,7.35
2013,3,7,7.35
2013,3,8,7.04
2013,3,9,7.01
2013,3,10,7.18
2013,3,11,6.99
2013,3,12,7.16
2013,3,13,7.18
2013,3,14,7.23
2013,3,15,7.19
2013,3,16,7.21
2013,3,17,7.2
2013,3,18,6.98
2013,3,19,6.82
2013,3,20,7.12
2013,3,21,7.13
2013,3,22,6.93
2013,3,23,7.06
2013,3,24,7.06
2013,3,25,7.05
2013,3,26,6.88
2013,3,27,6.47
2013,3,28,6.43
2013,3,29,6.64
2013,3,30,6.65
2013,3,31,6.74
2013,4,1,6.55
2013,4,2,6.66
2013,4,3,6.57
2013,4,4,6.48
2013,4,5,6.13
2013,4,6,6.18
2013,4,7,6.44
2013,4,8,6.44
2013,4,9,6.65
2013,4,10,6.78
2013,4,11,6.68
2013,4,12,6.6
2013,4,13,6.68
2013,4,14,6.65
2013,4,15,6.6
2013,4,16,6.52
2013,4,17,6.46
2013,4,18,6.36
2013,4,19,6.36
2013,4,20,6.4
2013,4,21,6.34
2013,4,22,6.45
2013,4,23,6.38
2013,4,24,6.46
2013,4,25,6.4
2013,4,26,6.46
2013,4,27,6.24
2013,4,28,6.37
2013,4,29,6.3
2013,4,30,6.37
2013,5,1,6.35
2013,5,2,6.2
2013,5,3,6.34
2013,5,4,6.22
2013,5,5,6.31
2013,5,6,6.21
2013,5,7,6.14
2013,5,8,5.99
2013,5,9,5.98
2013,5,10,5.92
2013,5,11,5.79
2013,5,12,5.99
2013,5,13,5.98
2013,5,14,5.96
2013,5,15,5.96
2013,5,16,5.95
2013,5,17,5.87
2013,5,18,5.84
2013,5,19,5.94
2013,5,20,5.8
2013,5,21,5.96
2013,5,22,5.83
2013,5,23,5.83
2013,5,24,5.84
2013,5,25,5.64
2013,5,26,5.74
2013,5,27,5.56
2013,5,28,5.79
2013,5,29,5.85
2013,5,30,5.78
2013,5,31,5.74
2013,6,1,5.76
2013,6,2,5.65
2013,6,3,5.59
2013,6,4,5.7
2013,6,5,5.58
2013,6,6,5.42
2013,6,7,5.5
2013,6,8,5.25
2013,6,9,5.45
2013,6,10,5.7
2013,6,11,5.55
2013,6,12,5.39
2013,6,13,5.6
2013,6,14,5.56
2013,6,15,5.52
2013,6,16,5.54
2013,6,17,5.52
2013,6,18,5.5
2013,6,19,5.64
2013,6,20,5.63
2013,6,21,5.52
2013,6,22,5.38
2013,6,23,5.53
2013,6,24,5.7
2013,6,25,5.69
2013,6,26,5.65
2013,6,27,5.59
2013,6,28,5.69
2013,6,29,5.54
2013,6,30,5.66
2013,7,1,5.52
2013,7,2,5.43
2013,7,3,5.59
2013,7,4,5.55
2013,7,5,5.61
2013,7,6,5.8
2013,7,7,5.71
2013,7,8,5.61
2013,7,9,5.58
2013,7,10,5.78
2013,7,11,5.47
2013,7,12,5.7
2013,7,13,5.59
2013,7,14,5.67
2013,7,15,5.78
2013,7,16,5.75
2013,7,17,5.87
2013,7,18,5.9
2013,7,19,5.99
2013,7,20,5.79
2013,7,21,5.83
2013,7,22,5.85
2013,7,23,5.93
2013,7,24,5.92
2013,7,25,5.91
2013,7,26,5.94
2013,7,27,6.01
2013,7,28,6.07
2013,7,29,6.1
2013,7,30,6.13
2013,7,31,6.26
2013,8,1,6.31
2013,8,2,6.21
2013,8,3,6.01
2013,8,4,6.13
2013,8,5,5.99
2013,8,6,6.07
2013,8,7,6.13
2013,8,8,6.1
2013,8,9,6.15
2013,8,10,6.26
2013,8,11,6.38
2013,8,12,6.64
2013,8,13,6.65
2013,8,14,6.42
2013,8,15,6.39
2013,8,16,6.52
2013,8,17,6.56
2013,8,18,6.64
2013,8,19,6.64
2013,8,20,6.62
2013,8,21,6.57
2013,8,22,6.7
2013,8,23,6.67
2013,8,24,6.96
2013,8,25,6.72
2013,8,26,6.74
2013,8,27,6.7
2013,8,28,6.71
2013,8,29,6.76
2013,8,30,6.59
2013,8,31,6.66
2013,9,1,6.86
2013,9,2,6.85
2013,9,3,6.69
2013,9,4,6.91
2013,9,5,6.87
2013,9,6,6.8
2013,9,7,6.8
2013,9,8,6.62
2013,9,9,6.78
2013,9,10,7.07
2013,9,11,6.95
2013,9,12,6.74
2013,9,13,6.78
2013,9,14,7.01
2013,9,15,7.08
2013,9,16,6.98
2013,9,17,6.89
2013,9,18,6.8
2013,9,19,6.89
2013,9,20,7.16
2013,9,21,7.32
2013,9,22,7.21
2013,9,23,7.23
2013,9,24,7.13
2013,9,25,7.22
2013,9,26,7.32
2013,9,27,7.3
2013,9,28,7.22
2013,9,29,7.19
2013,9,30,7.03
2013,10,1,6.97
2013,10,2,7.41
2013,10,3,7.37
2013,10,4,7.43
2013,10,5,7.42
2013,10,6,7.3
2013,10,7,7.23
2013,10,8,7.22
2013,10,9,7.33
2013,10,10,7.2
2013,10,11,7.07
2013,10,12,7.38
2013,10,13,7.25
2013,10,14,7.42
2013,10,15,7.38
2013,10,16,7.1
2013,10,17,7.15
2013,10,18,7.34
2013,10,19,7.22
2013,10,20,7.13
2013,10,21,7.25
2013,10,22,7.0
2013,10,23,6.98
2013,10,24,7.14
2013,10,25,7.05
2013,10,26,7.0
2013,10,27,7.07
2013,10,28,7.18
2013,10,29,7.14
2013,10,30,6.98
2013,10,31,7.31
2013,11,1,7.3
2013,11,2,7.25
2013,11,3,7.18
2013,11,4,7.18
2013,11,5,7.18
2013,11,6,7.05
2013,11,7,7.02
2013,11,8,7.03
2013,11,9,7.23
2013,11,10,7.17
2013,11,11,7.08
2013,11,12,7.07
2013,11,13,7.11
2013,11,14,7.05
2013,11,15,7.1
2013,11,16,7.16
2013,11,17,7.25
2013,11,18,7.3
2013,11,19,7.37
2013,11,20,7.28
2013,11,21,7.2
2013,11,22,7.3
2013,11,23,7.21
2013,11,24,7.29
2013,11,25,6.91
2013,11,26,7.18
2013,11,27,7.23
2013,11,28,7.32
2013,11,29,7.22
2013,11,30,7.35
2013,12,1,7.14
2013,12,2,6.83
2013,12,3,7.08
2013,12,4,6.95
2013,12,5,7.06
2013,12,6,7.21
2013,12,7,7.07
2013,12,8,7.19
2013,12,9,7.16
2013,12,10,7.15
2013,12,11,7.12
2013,12,12,7.23
2013,12,13,7.19
2013,12,14,6.97
2013,12,15,6.88
2013,12,16,6.96
2013,12,17,7.16
2013,12,18,7.22
2013,12,19,7.06
2013,12,20,7.14
2013,12,21,7.21
2013,12,22,7.16
2013,12,23,7.41
2013,12,24,7.28
2013,12,25,7.11
2013,12,26,7.44
2013,12,27,7.45
2013,12,28,7.48
2013,12,29,7.32
2013,12,30,7.36
2013,12,31,7.49
2014,1,1,7.5
2014,1,2,7.43
2014,1,3,7.17
2014,1,4,7.17
2014,1,5,7.0
2014,1,6,7.25
2014,1,7,7.25
2014,1,8,7.28
2014,1,9,7.36
2014,1,10,7.32
2014,1,11,7.25
2014,1,12,7.35
2014,1,13,7.4
2014,1,14,7.29
2014,1,15,7.22
2014,1,16,7.36
2014,1,17,7.31
2014,1,18,7.22
2014,1,19,7.28
2014,1,20,7.38
2014,1,21,7.38
2014,1,22,7.43
2014,1,23,7.38
2014,1,24,7.35
2014,1,25,7.34
2014,1,26,7.27
2014,1,27,7.25
2014,1,28,7.32
2014,1,29,7.28
2014,1,30,7.2
2014,1,31,7.39
2014,2,1,7.26
2014,2,2,7.4
2014,2,3,7.4
2014,2,4,7.21
2014,2,5,7.13
2014,2,6,7.23
2014,2,7,7.22
2014,2,8,7.05
2014,2,9,7.01
2014,2,10,7.24
2014,2,11,6.93
2014,2,12,7.03
2014,2,13,6.96
2014,2,14,6.78
2014,2,15,6.65
2014,2,16,7.04
2014,2,17,6.95
2014,2,18,7.0
2014,2,19,7.3
2014,2,20,7.31
2014,2,21,7.17
2014,2,22,6.7
2014,2,23,7.17
2014,2,24,7.17
2014,2,25,7.23
2014,2,26,7.05
2014,2,27,6.71
2014,2,28,6.37
2014,3,1,6.96
2014,3,2,6.87
2014,3,3,6.84
2014,3,4,6.92
2014,3,5,7.01
2014,3,6,7.24
2014,3,7,7.09
2014,3,8,6.96
2014,3,9,6.71
2014,3,10,6.74
2014,3,11,6.71
2014,3,12,6.71
2014,3,13,6.87
2014,3,14,6.78
2014,3,15,6.71
2014,3,16,6.76
2014,3,17,6.24
2014,3,18,6.49
2014,3,19,7.05
2014,3,20,6.99
2014,3,21,6.88
2014,3,22,6.78
2014,3,23,7.15
2014,3,24,6.96
2014,3,25,6.89
2014,3,26,7.08
2014,3,27,6.94
2014,3,28,6.51
2014,3,29,6.71
2014,3,30,6.7
2014,3,31,6.92
2014,4,1,6.88
2014,4,2,6.88
2014,4,3,6.78
2014,4,4,6.89
2014,4,5,6.65
2014,4,6,6.76
2014,4,7,6.71
2014,4,8,6.78
2014,4,9,6.74
2014,4,10,6.67
2014,4,11,6.68
2014,4,12,6.59
2014,4,13,6.39
2014,4,14,6.55
2014,4,15,6.71
2014,4,16,6.64
2014,4,17,6.65
2014,4,18,6.64
2014,4,19,6.5
2014,4,20,6.47
2014,4,21,6.37
2014,4,22,6.19
2014,4,23,6.26
2014,4,24,6.16
2014,4,25,6.35
2014,4,26,6.28
2014,4,27,6.17
2014,4,28,6.34
2014,4,29,6.43
2014,4,30,6.18
2014,5,1,6.1
2014,5,2,6.18
2014,5,3,6.34
2014,5,4,6.27
2014,5,5,6.17
2014,5,6,6.3
2014,5,7,6.33
2014,5,8,6.23
2014,5,9,6.09
2014,5,10,6.08
2014,5,11,6.21
2014,5,12,6.21
2014,5,13,6.02
2014,5,14,6.08
2014,5,15,5.91
2014,5,16,6.02
2014,5,17,5.89
2014,5,18,5.91
2014,5,19,5.95
2014,5,20,5.84
2014,5,21,5.69
2014,5,22,5.74
2014,5,23,5.88
2014,5,24,5.86
2014,5,25,5.8
2014,5,26,5.75
2014,5,27,5.75
2014,5,28,5.64
2014,5,29,5.78
2014,5,30,5.85
2014,5,31,5.83
2014,6,1,5.82
2014,6,2,5.78
2014,6,3,5.61
2014,6,4,5.54
2014,6,5,5.47
2014,6,6,5.55
2014,6,7,5.68
2014,6,8,5.68
2014,6,9,5.73
2014,6,10,5.59
2014,6,11,5.2
2014,6,12,5.2
2014,6,13,5.31
2014,6,14,5.48
2014,6,15,5.45
2014,6,16,5.49
2014,6,17,5.53
2014,6,18,5.39
2014,6,19,5.21
2014,6,20,5.5
2014,6,21,5.51
2014,6,22,5.59
2014,6,23,5.37
2014,6,24,5.52
2014,6,25,5.5
2014,6,26,5.56
2014,6,27,5.54
2014,6,28,5.46
2014,6,29,5.64
2014,6,30,5.83
2014,7,1,5.63
2014,7,2,5.5
2014,7,3,5.5
2014,7,4,5.53
2014,7,5,5.56
2014,7,6,5.53
2014,7,7,5.32
2014,7,8,5.35
2014,7,9,5.45
2014,7,10,5.49
2014,7,11,5.53
2014,7,12,5.52
2014,7,13,5.49
2014,7,14,5.71
2014,7,15,5.85
2014,7,16,5.91
2014,7,17,5.93
2014,7,18,5.92
2014,7,19,5.78
2014,7,20,5.64
2014,7,21,5.67
2014,7,22,5.76
2014,7,23,5.6
2014,7,24,5.65
2014,7,25,5.72
2014,7,26,5.79
2014,7,27,5.79
2014,7,28,5.81
2014,7,29,5.91
2014,7,30,5.91
2014,7,31,6.08
2014,8,1,5.87
2014,8,2,6.01
2014,8,3,6.04
2014,8,4,6.07
2014,8,5,6.11
2014,8,6,6.2
2014,8,7,6.19
2014,8,8,6.18
2014,8,9,6.11
2014,8,10,6.29
2014,8,11,6.24
2014,8,12,6.26
2014,8,13,6.25
2014,8,14,6.31
2014,8,15,6.38
2014,8,16,6.46
2014,8,17,6.54
2014,8,18,6.42
2014,8,19,6.42
2014,8,20,6.39
2014,8,21,6.2
2014,8,22,6.3
2014,8,23,6.56
2014,8,24,6.61
2014,8,25,6.59
2014,8,26,6.59
2014,8,27,6.69
2014,8,28,6.31
2014,8,29,6.3
2014,8,30,6.44
2014,8,31,6.52
2014,9,1,6.58
2014,9,2,6.65
2014,9,3,6.9
2014,9,4,6.64
2014,9,5,6.48
2014,9,6,6.52
2014,9,7,6.82
2014,9,8,6.82
2014,9,9,6.8
2014,9,10,7.08
2014,9,11,7.11
2014,9,12,7.08
2014,9,13,7.04
2014,9,14,7.18
2014,9,15,7.03
2014,9,16,6.85
2014,9,17,6.66
2014,9,18,6.44
2014,9,19,6.76
2014,9,20,7.0
2014,9,21,7.1
2014,9,22,6.89
2014,9,23,6.85
2014,9,24,7.23
2014,9,25,7.3
2014,9,26,7.38
2014,9,27,7.02
2014,9,28,6.98
2014,9,29,7.01
2014,9,30,6.94
2014,10,1,6.94
2014,10,2,7.07
2014,10,3,7.29
2014,10,4,7.0
2014,10,5,6.95
2014,10,6,6.93
2014,10,7,6.86
2014,10,8,7.36
2014,10,9,7.44
2014,10,10,7.07
2014,10,11,7.0
2014,10,12,6.91
2014,10,13,6.9
2014,10,14,6.57
2014,10,15,5.79
2014,10,16,6.19
2014,10,17,6.88
2014,10,18,6.72
2014,10,19,6.84
2014,10,20,6.97
2014,10,21,7.14
2014,10,22,7.01
2014,10,23,7.16
2014,10,24,7.18
2014,10,25,6.86
2014,10,26,7.08
2014,10,27,7.18
2014,10,28,7.05
2014,10,29,6.94
2014,10,30,6.92
2014,10,31,7.2
2014,11,1,7.44
2014,11,2,7.48
2014,11,3,7.49
2014,11,4,7.05
2014,11,5,6.58
2014,11,6,6.09
2014,11,7,6.67
2014,11,8,6.79
2014,11,9,6.88
2014,11,10,6.89
2014,11,11,7.21
2014,11,12,7.04
2014,11,13,6.93
2014,11,14,7.01
2014,11,15,7.09
2014,11,16,7.13
2014,11,17,6.81
2014,11,18,6.94
2014,11,19,7.06
2014,11,20,7.17
2014,11,21,7.24
2014,11,22,7.2
2014,11,23,6.97
2014,11,24,6.99
2014,11,25,7.23
2014,11,26,7.18
2014,11,27,7.05
2014,11,28,6.94
2014,11,29,6.93
2014,11,30,7.02
2014,12,1,7.29
2014,12,2,7.35
2014,12,3,7.13
2014,12,4,7.02
2014,12,5,6.96
2014,12,6,7.04
2014,12,7,6.94
2014,12,8,7.05
2014,12,9,7.17
2014,12,10,7.13
2014,12,11,7.16
2014,12,12,7.2
2014,12,13,7.34
2014,12,14,7.2
2014,12,15,7.24
2014,12,16,7.16
2014,12,17,7.1
2014,12,18,7.18
2014,12,19,7.08
2014,12,20,6.94
2014,12,21,7.1
2014,12,22,7.16
2014,12,23,7.15
2014,12,24,6.91
2014,12,25,7.06
2014,12,26,7.1
2014,12,27,7.07
2014,12,28,7.22
2014,12,29,7.47
2014,12,30,7.29
2014,12,31,7.21
2015,1,1,7.33
2015,1,2,7.29
2015,1,3,7.31
2015,1,4,7.15
2015,1,5,7.31
2015,1,6,7.35
2015,1,7,7.37
2015,1,8,7.3
2015,1,9,7.57
2015,1,10,7.45
2015,1,11,7.52
2015,1,12,7.49
2015,1,13,7.51
2015,1,14,7.39
2015,1,15,7.4
2015,1,16,7.5
2015,1,17,7.3
2015,1,18,7.17
2015,1,19,7.47
2015,1,20,7.4
2015,1,21,7.39
2015,1,22,7.25
2015,1,23,7.37
2015,1,24,7.38
2015,1,25,7.32
2015,1,26,7.35
2015,1,27,7.35
2015,1,28,7.34
2015,1,29,7.48
2015,1,30,7.33
2015,1,31,7.29
2015,2,1,7.37
2015,2,2,7.48
2015,2,3,7.39
2015,2,4,7.28
2015,2,5,7.4
2015,2,6,7.39
2015,2,7,7.52
2015,2,8,7.4
2015,2,9,7.38
2015,2,10,7.5
2015,2,11,7.3
2015,2,12,7.26
2015,2,13,7.28
2015,2,14,7.36
2015,2,15,7.47
2015,2,16,7.49
2015,2,17,7.35
2015,2,18,7.48
2015,2,19,7.04
2015,2,20,7.21
2015,2,21,7.48
2015,2,22,7.48
2015,2,23,7.39
2015,2,24,7.27
2015,2,25,7.25
2015,2,26,7.08
2015,2,27,7.25
2015,2,28,7.28
2015,3,1,7.04
2015,3,2,6.9
2015,3,3,7.33
2015,3,4,7.22
2015,3,5,7.34
2015,3,6,7.2
2015,3,7,7.14
2015,3,8,7.2
2015,3,9,7.3
2015,3,10,7.1
2015,3,11,7.16
2015,3,12,7.01
2015,3,13,7.08
2015,3,14,7.15
2015,3,15,7.21
2015,3,16,7.1
2015,3,17,7.15
2015,3,18,7.14
2015,3,19,7.17
2015,3,20,6.89
2015,3,21,6.9
2015,3,22,6.88
2015,3,23,6.94
2015,3,24,6.77
2015,3,25,6.83
2015,3,26,7.07
2015,3,27,6.93
2015,3,28,6.71
2015,3,29,6.81
2015,3,30,6.91
2015,3,31,6.89
2015,4,1,6.74
2015,4,2,6.54
2015,4,3,6.66
2015,4,4,6.89
2015,4,5,6.83
2015,4,6,6.82
2015,4,7,6.65
2015,4,8,6.85
2015,4,9,6.82
2015,4,10,6.63
2015,4,11,6.43
2015,4,12,6.36
2015,4,13,6.41
2015,4,14,6.42
2015,4,15,6.63
2015,4,16,6.64
2015,4,17,6.45
2015,4,18,6.53
2015,4,19,6.42
2015,4,20,6.42
2015,4,21,6.26
2015,4,22,6.29
2015,4,23,6.23
2015,4,24,6.22
2015,4,25,6.3
2015,4,26,6.33
2015,4,27,6.26
2015,4,28,6.31
2015,4,29,6.3
2015,4,30,6.27
2015,5,1,6.19
2015,5,2,6.16
2015,5,3,6.23
2015,5,4,6.19
2015,5,5,6.19
2015,5,6,6.2
2015,5,7,6.29
2015,5,8,6.34
2015,5,9,6.14
2015,5,10,6.2
2015,5,11,6.28
2015,5,12,6.1
2015,5,13,5.86
2015,5,14,5.95
2015,5,15,6.08
2015,5,16,6.09
2015,5,17,6.16
2015,5,18,6.2
2015,5,19,6.22
2015,5,20,6.24
2015,5,21,6.25
2015,5,22,6.2
2015,5,23,6.08
2015,5,24,5.92
2015,5,25,5.87
2015,5,26,5.87
2015,5,27,5.76
2015,5,28,5.77
2015,5,29,5.98
2015,5,30,5.88
2015,5,31,5.73
2015,6,1,5.76
2015,6,2,5.66
2015,6,3,5.69
2015,6,4,5.78
2015,6,5,5.86
2015,6,6,5.68
2015,6,7,5.54
2015,6,8,5.61
2015,6,9,5.68
2015,6,10,5.62
2015,6,11,5.65
2015,6,12,5.8
2015,6,13,5.86
2015,6,14,5.83
2015,6,15,5.91
2015,6,16,5.8
2015,6,17,5.82
2015,6,18,5.88
2015,6,19,5.83
2015,6,20,5.75
2015,6,21,5.66
2015,6,22,5.76
2015,6,23,5.91
2015,6,24,5.9
2015,6,25,5.9
2015,6,26,5.68
2015,6,27,5.72
2015,6,28,5.73
2015,6,29,5.79
2015,6,30,5.8
2015,7,1,5.68
2015,7,2,5.69
2015,7,3,5.62
2015,7,4,5.81
2015,7,5,5.84
2015,7,6,5.71
2015,7,7,5.61
2015,7,8,5.68
2015,7,9,5.52
2015,7,10,5.7
2015,7,11,5.58
2015,7,12,5.75
2015,7,13,5.88
2015,7,14,5.71
2015,7,15,5.74
2015,7,16,5.92
2015,7,17,6.0
2015,7,18,5.9
2015,7,19,5.83
2015,7,20,5.85
2015,7,21,5.81
2015,7,22,5.76
2015,7,23,5.83
2015,7,24,5.94
2015,7,25,6.02
2015,7,26,6.07
2015,7,27,6.12
2015,7,28,6.16
2015,7,29,6.15
2015,7,30,5.92
2015,7,31,6.08
2015,8,1,6.01
2015,8,2,6.31
2015,8,3,6.37
2015,8,4,6.13
2015,8,5,6.12
2015,8,6,5.81
2015,8,7,5.73
2015,8,8,5.87
2015,8,9,5.75
2015,8,10,6.16
2015,8,11,6.07
2015,8,12,6.15
2015,8,13,6.38
2015,8,14,6.28
2015,8,15,6.19
2015,8,16,6.54
2015,8,17,6.46
2015,8,18,6.48
2015,8,19,6.55
2015,8,20,6.62
2015,8,21,6.71
2015,8,22,6.51
2015,8,23,6.38
2015,8,24,6.51
2015,8,25,6.56
2015,8,26,6.6
2015,8,27,6.73
2015,8,28,6.66
2015,8,29,6.83
2015,8,30,6.88
2015,8,31,6.84
2015,9,1,6.9
2015,9,2,6.87
2015,9,3,6.66
2015,9,4,6.87
2015,9,5,6.97
2015,9,6,6.93
2015,9,7,6.9
2015,9,8,6.95
2015,9,9,7.04
2015,9,10,6.92
2015,9,11,6.9
2015,9,12,6.82
2015,9,13,6.68
2015,9,14,6.59
2015,9,15,6.65
2015,9,16,6.35
2015,9,17,6.52
2015,9,18,6.86
2015,9,19,7.04
2015,9,20,6.82
2015,9,21,6.99
2015,9,22,6.94
2015,9,23,7.01
2015,9,24,7.04
2015,9,25,6.72
2015,9,26,6.43
2015,9,27,6.69
2015,9,28,6.54
2015,9,29,6.68
2015,9,30,6.71
2015,10,1,6.34
2015,10,2,6.32
2015,10,3,6.64
2015,10,4,6.56
2015,10,5,6.58
2015,10,6,6.56
2015,10,7,6.36
2015,10,8,6.91
2015,10,9,7.12
2015,10,10,7.12
2015,10,11,6.31
2015,10,12,6.53
2015,10,13,7.03
2015,10,14,7.13
2015,10,15,7.17
2015,10,16,7.31
2015,10,17,7.23
2015,10,18,7.19
2015,10,19,7.05
2015,10,20,7.15
2015,10,21,7.15
2015,10,22,4.91
2015,10,23,4.49
2015,10,24,5.92
2015,10,25,6.84
2015,10,26,6.32
2015,10,27,6.5
2015,10,28,6.75
2015,10,29,6.67
2015,10,30,6.73
2015,10,31,7.06
2015,11,1,7.04
2015,11,2,7.28
2015,11,3,7.2
2015,11,4,7.0
2015,11,5,7.03
2015,11,6,6.56
2015,11,7,6.58
2015,11,8,6.53
2015,11,9,6.66
2015,11,10,6.5
2015,11,11,6.55
2015,11,12,6.55
2015,11,13,6.86
2015,11,14,7.08
2015,11,15,7.14
2015,11,16,7.15
2015,11,17,6.92
2015,11,18,6.93
2015,11,19,7.03
2015,11,20,6.96
2015,11,21,7.03
2015,11,22,7.15
2015,11,23,7.33
2015,11,24,7.05
2015,11,25,6.85
2015,11,26,6.86
2015,11,27,6.94
2015,11,28,7.0
2015,11,29,6.96
2015,11,30,7.12
2015,12,1,7.07
2015,12,2,6.88
2015,12,3,7.07
2015,12,4,7.02
2015,12,5,6.84
2015,12,6,6.64
2015,12,7,6.54
2015,12,8,6.91
2015,12,9,7.01
2015,12,10,7.0
2015,12,11,6.78
2015,12,12,6.97
2015,12,13,6.93
2015,12,14,6.95
2015,12,15,6.98
2015,12,16,7.24
2015,12,17,7.34
2015,12,18,7.31
2015,12,19,7.06
2015,12,20,7.15
2015,12,21,7.12
2015,12,22,7.33
2015,12,23,7.21
2015,12,24,7.13
2015,12,25,6.91
2015,12,26,7.26
2015,12,27,7.26
2015,12,28,7.19
2015,12,29,7.12
2015,12,30,7.19
2015,12,31,7.23
2016,1,1,7.34
2016,1,2,7.22
2016,1,3,7.05
2016,1,4,6.53
2016,1,5,6.2
2016,1,6,7.25
2016,1,7,7.3
2016,1,8,7.24
2016,1,9,7.18
2016,1,10,7.04
2016,1,11,7.26
2016,1,12,7.27
2016,1,13,6.93
2016,1,14,7.11
2016,1,15,7.34
2016,1,16,7.26
2016,1,17,7.08
2016,1,18,6.83
2016,1,19,7.14
2016,1,20,7.05
2016,1,21,7.15
2016,1,22,7.29
2016,1,23,7.22
2016,1,24,7.3
2016,1,25,7.21
2016,1,26,7.12
2016,1,27,7.27
2016,1,28,7.46
2016,1,29,7.41
2016,1,30,7.2
2016,1,31,7.39
2016,2,1,7.23
2016,2,2,7.28
2016,2,3,7.07
2016,2,4,7.2
2016,2,5,7.22
2016,2,6,7.44
2016,2,7,7.23
2016,2,8,7.14
2016,2,9,6.74
2016,2,10,6.72
2016,2,11,7.18
2016,2,12,7.55
2016,2,13,7.51
2016,2,14,7.49
2016,2,15,7.34
2016,2,16,7.31
2016,2,17,7.33
2016,2,18,7.46
2016,2,19,7.32
2016,2,20,6.96
2016,2,21,6.91
2016,2,22,7.11
2016,2,23,7.31
2016,2,24,7.2
2016,2,25,7.13
2016,2,26,7.28
2016,2,27,7.41
2016,2,28,7.23
2016,2,29,7.15
2016,3,1,6.92
2016,3,2,7.0
2016,3,3,7.25
2016,3,4,7.17
2016,3,5,6.82
2016,3,6,7.07
2016,3,7,7.27
2016,3,8,7.18
2016,3,9,6.97
2016,3,10,6.63
2016,3,11,6.63
2016,3,12,6.86
2016,3,13,7.06
2016,3,14,7.06
2016,3,15,7.14
2016,3,16,6.84
2016,3,17,6.95
2016,3,18,6.81
2016,3,19,6.97
2016,3,20,6.75
2016,3,21,6.6
2016,3,22,6.83
2016,3,23,6.92
2016,3,24,6.79
2016,3,25,6.69
2016,3,26,7.08
2016,3,27,6.97
2016,3,28,6.67
2016,3,29,6.39
2016,3,30,6.72
2016,3,31,6.77
2016,4,1,6.91
2016,4,2,6.8
2016,4,3,6.84
2016,4,4,6.86
2016,4,5,6.81
2016,4,6,6.7
2016,4,7,6.82
2016,4,8,6.67
2016,4,9,6.54
2016,4,10,6.53
2016,4,11,6.44
2016,4,12,6.43
2016,4,13,6.05
2016,4,14,6.28
2016,4,15,6.39
2016,4,16,6.57
2016,4,17,6.54
2016,4,18,6.53
2016,4,19,6.45
2016,4,20,6.41
2016,4,21,6.37
2016,4,22,6.29
2016,4,23,6.28
2016,4,24,6.35
2016,4,25,6.25
2016,4,26,6.37
2016,4,27,6.36
2016,4,28,6.04
2016,4,29,6.06
2016,4,30,6.14
2016,5,1,6.07
2016,5,2,6.27
2016,5,3,6.32
2016,5,4,6.34
2016,5,5,6.15
2016,5,6,5.88
2016,5,7,5.92
2016,5,8,6.02
2016,5,9,5.83
2016,5,10,5.85
2016,5,11,6.05
2016,5,12,6.02
2016,5,13,6.09
2016,5,14,6.07
2016,5,15,6.06
2016,5,16,5.95
2016,5,17,5.86
2016,5,18,6.13
2016,5,19,6.03
2016,5,20,5.9
2016,5,21,5.72
2016,5,22,5.36
2016,5,23,5.59
2016,5,24,5.68
2016,5,25,5.61
2016,5,26,5.75
2016,5,27,5.64
2016,5,28,5.71
2016,5,29,5.75
2016,5,30,5.7
2016,5,31,5.74
2016,6,1,5.64
2016,6,2,5.65
2016,6,3,5.68
2016,6,4,5.84
2016,6,5,5.63
2016,6,6,5.58
2016,6,7,5.62
2016,6,8,5.6
2016,6,9,5.61
2016,6,10,5.8
2016,6,11,5.65
2016,6,12,5.72
2016,6,13,5.69
2016,6,14,5.37
2016,6,15,5.52
2016,6,16,5.62
2016,6,17,5.55
2016,6,18,5.48
2016,6,19,5.46
2016,6,20,5.62
2016,6,21,5.51
2016,6,22,5.41
2016,6,23,5.26
2016,6,24,5.41
2016,6,25,5.54
2016,6,26,5.6
2016,6,27,5.35
