YEAR,MO,DY,CLRSKY_SFC_SW_DWN
1992,8,23,6.52
1992,8,24,5.52
1992,8,25,5.81
1992,8,26,5.79
1992,8,27,6.06
1992,8,28,6.07
1992,8,29,5.3
1992,8,30,5.1
1992,8,31,5.67
1992,9,1,6.57
1992,9,2,6.25
1992,9,3,5.64
1992,9,4,6.26
1992,9,5,6.05
1992,9,6,6.1
1992,9,7,6.88
1992,9,8,6.87
1992,9,9,6.38
1992,9,10,6.85
1992,9,11,7.0
1992,9,12,7.07
1992,9,13,7.09
1992,9,14,6.96
1992,9,15,7.4
1992,9,16,6.94
1992,9,17,7.41
1992,9,18,7.05
1992,9,19,7.21
1992,9,20,7.2
1992,9,21,6.49
1992,9,22,7.4
1992,9,23,7.09
1992,9,24,6.6
1992,9,25,6.68
1992,9,26,7.31
1992,9,27,7.49
1992,9,28,7.6
1992,9,29,7.4
1992,9,30,7.56
1992,10,1,7.56
1992,10,2,7.28
1992,10,3,7.72
1992,10,4,7.15
1992,10,5,7.56
1992,10,6,7.43
1992,10,7,7.62
1992,10,8,7.64
1992,10,9,7.54
1992,10,10,7.52
1992,10,11,7.57
1992,10,12,7.5
1992,10,13,7.28
1992,10,14,7.77
1992,10,15,7.46
1992,10,16,7.66
1992,10,17,7.41
1992,10,18,7.66
1992,10,19,7.49
1992,10,20,7.62
1992,10,21,7.62
1992,10,22,7.56
1992,10,23,7.58
1992,10,24,7.7
1992,10,25,7.72
1992,10,26,7.52
1992,10,27,7.85
1992,10,28,7.7
1992,10,29,7.84
1992,10,30,7.71
1992,10,31,7.8
1992,11,1,7.85
1992,11,2,7.83
1992,11,3,7.46
1992,11,4,7.49
1992,11,5,7.52
1992,11,6,7.55
1992,11,7,7.68
1992,11,8,7.4
1992,11,9,7.76
1992,11,10,7.74
1992,11,11,7.68
1992,11,12,7.16
1992,11,13,7.76
1992,11,14,7.3
1992,11,15,7.09
1992,11,16,7.23
1992,11,17,7.72
1992,11,18,7.82
1992,11,19,7.59
1992,11,20,7.48
1992,11,21,7.59
1992,11,22,7.76
1992,11,23,7.8
1992,11,24,7.79
1992,11,25,7.73
1992,11,26,7.58
1992,11,27,7.09
1992,11,28,7.28
1992,11,29,7.35
1992,11,30,7.77
1992,12,1,7.74
1992,12,2,7.45
1992,12,3,7.34
1992,12,4,7.12
1992,12,5,6.88
1992,12,6,7.52
1992,12,7,7.17
1992,12,8,7.48
1992,12,9,7.49
1992,12,10,7.55
1992,12,11,7.45
1992,12,12,7.23
1992,12,13,7.44
1992,12,14,7.06
1992,12,15,7.45
1992,12,16,7.64
1992,12,17,7.53
1992,12,18,7.41
1992,12,19,7.56
1992,12,20,7.56
1992,12,21,7.45
1992,12,22,7.11
1992,12,23,7.44
1992,12,24,7.67
1992,12,25,7.59
1992,12,26,7.45
1992,12,27,7.72
1992,12,28,7.39
1992,12,29,6.95
1992,12,30,7.74
1992,12,31,7.55
1993,1,1,7.2
1993,1,2,7.56
1993,1,3,7.46
1993,1,4,7.48
1993,1,5,7.23
1993,1,6,7.39
1993,1,7,7.69
1993,1,8,7.72
1993,1,9,7.69
1993,1,10,7.24
1993,1,11,7.48
1993,1,12,7.41
1993,1,13,7.3
1993,1,14,7.23
1993,1,15,7.28
1993,1,16,7.61
1993,1,17,6.98
1993,1,18,7.25
1993,1,19,7.46
1993,1,20,7.79
1993,1,21,7.74
1993,1,22,7.54
1993,1,23,7.79
1993,1,24,7.55
1993,1,25,7.35
1993,1,26,7.02
1993,1,27,7.48
1993,1,28,7.13
1993,1,29,7.76
1993,1,30,7.59
1993,1,31,7.46
1993,2,1,7.36
1993,2,2,7.08
1993,2,3,7.71
1993,2,4,7.69
1993,2,5,7.03
1993,2,6,7.24
1993,2,7,7.45
1993,2,8,7.74
1993,2,9,7.72
1993,2,10,7.4
1993,2,11,7.4
1993,2,12,7.67
1993,2,13,7.63
1993,2,14,7.1
1993,2,15,7.74
1993,2,16,7.51
1993,2,17,7.67
1993,2,18,7.66
1993,2,19,7.72
1993,2,20,7.47
1993,2,21,7.74
1993,2,22,7.62
1993,2,23,7.62
1993,2,24,7.5
1993,2,25,7.23
1993,2,26,7.38
1993,2,27,7.73
1993,2,28,7.54
1993,3,1,7.44
1993,3,2,7.08
1993,3,3,7.55
1993,3,4,7.12
1993,3,5,7.24
1993,3,6,7.0
1993,3,7,6.79
1993,3,8,7.35
1993,3,9,6.98
1993,3,10,7.61
1993,3,11,7.63
1993,3,12,7.52
1993,3,13,7.27
1993,3,14,7.32
1993,3,15,7.39
1993,3,16,7.05
1993,3,17,6.79
1993,3,18,7.0
1993,3,19,6.85
1993,3,20,7.36
1993,3,21,7.1
1993,3,22,7.23
1993,3,23,7.03
1993,3,24,7.15
1993,3,25,7.4
1993,3,26,6.81
1993,3,27,7.08
1993,3,28,7.08
1993,3,29,6.83
1993,3,30,6.41
1993,3,31,6.72
1993,4,1,7.34
1993,4,2,6.91
1993,4,3,6.79
1993,4,4,6.7
1993,4,5,6.61
1993,4,6,6.99
1993,4,7,6.8
1993,4,8,6.9
1993,4,9,6.8
1993,4,10,6.93
1993,4,11,6.81
1993,4,12,6.73
1993,4,13,6.87
1993,4,14,6.83
1993,4,15,6.75
1993,4,16,6.73
1993,4,17,6.6
1993,4,18,6.7
1993,4,19,6.73
1993,4,20,6.46
1993,4,21,6.42
1993,4,22,6.53
1993,4,23,6.32
1993,4,24,6.45
1993,4,25,6.38
1993,4,26,6.54
1993,4,27,6.32
1993,4,28,6.37
1993,4,29,6.17
1993,4,30,6.34
1993,5,1,6.38
1993,5,2,6.26
1993,5,3,6.2
1993,5,4,5.95
1993,5,5,6.41
1993,5,6,6.5
1993,5,7,6.05
1993,5,8,6.27
1993,5,9,6.06
1993,5,10,6.36
1993,5,11,6.36
1993,5,12,6.12
1993,5,13,6.06
1993,5,14,5.88
1993,5,15,5.88
1993,5,16,6.21
1993,5,17,6.04
1993,5,18,6.12
1993,5,19,6.01
1993,5,20,5.77
1993,5,21,5.97
1993,5,22,5.8
1993,5,23,6.14
1993,5,24,5.8
1993,5,25,5.88
1993,5,26,5.66
1993,5,27,5.56
1993,5,28,5.64
1993,5,29,6.03
1993,5,30,5.77
1993,5,31,5.43
1993,6,1,5.37
1993,6,2,5.47
1993,6,3,5.83
1993,6,4,5.65
1993,6,5,5.47
1993,6,6,5.5
1993,6,7,5.59
1993,6,8,5.31
1993,6,9,5.96
1993,6,10,5.66
1993,6,11,5.51
1993,6,12,5.42
1993,6,13,5.45
1993,6,14,5.63
1993,6,15,5.4
1993,6,16,5.7
1993,6,17,5.65
1993,6,18,5.79
1993,6,19,5.82
1993,6,20,5.77
1993,6,21,5.64
1993,6,22,5.73
1993,6,23,5.4
1993,6,24,5.51
1993,6,25,5.78
1993,6,26,5.64
1993,6,27,5.58
1993,6,28,5.88
1993,6,29,5.81
1993,6,30,5.69
1993,7,1,5.82
1993,7,2,5.74
1993,7,3,5.57
1993,7,4,5.58
1993,7,5,5.82
1993,7,6,5.89
1993,7,7,5.95
1993,7,8,5.78
1993,7,9,5.91
1993,7,10,5.85
1993,7,11,6.0
1993,7,12,5.7
1993,7,13,5.85
1993,7,14,5.81
1993,7,15,5.62
1993,7,16,5.69
1993,7,17,5.97
1993,7,18,5.97
1993,7,19,5.83
1993,7,20,5.65
1993,7,21,5.55
1993,7,22,5.99
1993,7,23,5.61
1993,7,24,5.65
1993,7,25,5.49
1993,7,26,5.89
1993,7,27,5.9
1993,7,28,6.06
1993,7,29,6.25
1993,7,30,6.13
1993,7,31,6.03
1993,8,1,5.78
1993,8,2,5.58
1993,8,3,5.63
1993,8,4,5.59
1993,8,5,6.04
1993,8,6,6.09
1993,8,7,6.34
1993,8,8,6.11
1993,8,9,6.39
1993,8,10,5.9
1993,8,11,6.07
1993,8,12,5.9
1993,8,13,5.9
1993,8,14,5.87
1993,8,15,5.9
1993,8,16,6.61
1993,8,17,6.32
1993,8,18,6.14
1993,8,19,6.02
1993,8,20,6.36
1993,8,21,5.86
1993,8,22,6.35
1993,8,23,5.82
1993,8,24,6.74
1993,8,25,6.35
1993,8,26,6.28
1993,8,27,6.34
1993,8,28,6.13
1993,8,29,6.52
1993,8,30,5.99
1993,8,31,6.71
1993,9,1,6.79
1993,9,2,6.16
1993,9,3,6.33
1993,9,4,6.48
1993,9,5,6.89
1993,9,6,6.36
1993,9,7,6.86
1993,9,8,6.43
1993,9,9,6.72
1993,9,10,6.9
1993,9,11,7.01
1993,9,12,6.88
1993,9,13,7.17
1993,9,14,7.09
1993,9,15,6.72
1993,9,16,6.81
1993,9,17,7.21
1993,9,18,6.96
1993,9,19,6.95
1993,9,20,6.73
1993,9,21,6.77
1993,9,22,7.0
1993,9,23,7.27
1993,9,24,7.13
1993,9,25,6.97
1993,9,26,7.32
1993,9,27,7.0
1993,9,28,7.35
1993,9,29,7.05
1993,9,30,7.35
1993,10,1,7.73
1993,10,2,7.37
1993,10,3,7.43
1993,10,4,7.42
1993,10,5,7.17
1993,10,6,7.39
1993,10,7,7.14
1993,10,8,7.07
1993,10,9,7.42
1993,10,10,7.44
1993,10,11,7.36
1993,10,12,7.74
1993,10,13,7.55
1993,10,14,7.62
1993,10,15,7.75
1993,10,16,7.85
1993,10,17,7.61
1993,10,18,7.48
1993,10,19,7.46
1993,10,20,7.54
1993,10,21,7.52
1993,10,22,7.76
1993,10,23,7.76
1993,10,24,7.84
1993,10,25,8.01
1993,10,26,7.87
1993,10,27,7.79
1993,10,28,7.83
1993,10,29,7.54
1993,10,30,7.89
1993,10,31,7.88
1993,11,1,7.76
1993,11,2,7.61
1993,11,3,7.17
1993,11,4,7.79
1993,11,5,7.92
1993,11,6,7.64
1993,11,7,7.63
1993,11,8,7.68
1993,11,9,7.46
1993,11,10,7.6
1993,11,11,7.09
1993,11,12,7.73
1993,11,13,7.59
1993,11,14,7.72
1993,11,15,7.52
1993,11,16,7.53
1993,11,17,7.47
1993,11,18,7.77
1993,11,19,7.31
1993,11,20,7.75
1993,11,21,7.38
1993,11,22,7.39
1993,11,23,7.45
1993,11,24,7.35
1993,11,25,6.57
1993,11,26,7.5
1993,11,27,7.14
1993,11,28,7.52
1993,11,29,7.11
1993,11,30,7.62
1993,12,1,7.47
1993,12,2,7.64
1993,12,3,7.68
1993,12,4,7.51
1993,12,5,7.49
1993,12,6,7.07
1993,12,7,7.4
1993,12,8,7.75
1993,12,9,7.45
1993,12,10,7.02
1993,12,11,7.37
1993,12,12,7.76
1993,12,13,7.25
1993,12,14,7.28
1993,12,15,7.21
1993,12,16,7.49
1993,12,17,7.45
1993,12,18,7.61
1993,12,19,7.45
1993,12,20,7.64
1993,12,21,7.78
1993,12,22,7.73
1993,12,23,7.78
1993,12,24,7.72
1993,12,25,7.38
1993,12,26,7.23
1993,12,27,7.5
1993,12,28,7.45
1993,12,29,7.58
1993,12,30,7.67
1993,12,31,7.65
1994,1,1,7.43
1994,1,2,7.35
1994,1,3,7.55
1994,1,4,7.46
1994,1,5,7.36
1994,1,6,7.43
1994,1,7,7.75
1994,1,8,7.58
1994,1,9,7.69
1994,1,10,7.6
1994,1,11,7.74
1994,1,12,7.72
1994,1,13,7.63
1994,1,14,7.75
1994,1,15,7.35
1994,1,16,7.55
1994,1,17,7.82
1994,1,18,7.66
1994,1,19,7.67
1994,1,20,7.63
1994,1,21,7.7
1994,1,22,7.44
1994,1,23,7.05
1994,1,24,7.8
1994,1,25,7.06
1994,1,26,7.68
1994,1,27,7.33
1994,1,28,7.8
1994,1,29,7.45
1994,1,30,7.52
1994,1,31,7.0
1994,2,1,7.34
1994,2,2,7.58
1994,2,3,7.71
1994,2,4,7.68
1994,2,5,7.66
1994,2,6,7.44
1994,2,7,7.41
1994,2,8,7.52
1994,2,9,7.69
1994,2,10,7.46
1994,2,11,7.39
1994,2,12,7.44
1994,2,13,7.64
1994,2,14,7.84
1994,2,15,7.87
1994,2,16,7.85
1994,2,17,7.87
1994,2,18,7.85
1994,2,19,7.42
1994,2,20,7.86
1994,2,21,7.77
1994,2,22,7.64
1994,2,23,7.75
1994,2,24,7.67
1994,2,25,7.79
1994,2,26,7.44
1994,2,27,6.99
1994,2,28,6.92
1994,3,1,7.55
1994,3,2,7.74
1994,3,3,7.65
1994,3,4,7.64
1994,3,5,7.56
1994,3,6,7.44
1994,3,7,7.37
1994,3,8,7.59
1994,3,9,7.55
1994,3,10,7.16
1994,3,11,7.49
1994,3,12,7.56
1994,3,13,7.16
1994,3,14,7.47
1994,3,15,7.37
1994,3,16,7.56
1994,3,17,6.83
1994,3,18,7.05
1994,3,19,6.88
1994,3,20,7.48
1994,3,21,7.2
1994,3,22,7.25
1994,3,23,7.25
1994,3,24,7.17
1994,3,25,7.14
1994,3,26,7.44
1994,3,27,6.8
1994,3,28,6.83
1994,3,29,6.91
1994,3,30,7.13
1994,3,31,7.05
1994,4,1,6.78
1994,4,2,7.0
1994,4,3,7.02
1994,4,4,7.13
1994,4,5,6.87
1994,4,6,7.05
1994,4,7,7.02
1994,4,8,6.98
1994,4,9,6.7
1994,4,10,6.92
1994,4,11,6.4
1994,4,12,6.88
1994,4,13,6.94
1994,4,14,6.94
1994,4,15,6.94
1994,4,16,6.84
1994,4,17,6.43
1994,4,18,6.96
1994,4,19,6.69
1994,4,20,6.3
1994,4,21,6.44
1994,4,22,6.37
1994,4,23,6.53
1994,4,24,6.64
1994,4,25,6.62
1994,4,26,6.53
1994,4,27,6.17
1994,4,28,6.71
1994,4,29,6.41
1994,4,30,6.28
1994,5,1,6.25
1994,5,2,6.24
1994,5,3,6.26
1994,5,4,6.0
1994,5,5,6.28
1994,5,6,6.15
1994,5,7,6.14
1994,5,8,6.1
1994,5,9,6.19
1994,5,10,6.43
1994,5,11,6.3
1994,5,12,6.31
1994,5,13,6.31
1994,5,14,6.39
1994,5,15,6.39
1994,5,16,6.34
1994,5,17,6.39
1994,5,18,6.37
1994,5,19,6.07
1994,5,20,6.15
1994,5,21,5.96
1994,5,22,6.11
1994,5,23,6.12
1994,5,24,6.06
1994,5,25,6.26
1994,5,26,5.98
1994,5,27,6.05
1994,5,28,5.84
1994,5,29,5.84
1994,5,30,5.94
1994,5,31,5.82
1994,6,1,5.38
1994,6,2,5.83
1994,6,3,5.83
1994,6,4,5.82
1994,6,5,5.81
1994,6,6,5.35
1994,6,7,5.44
1994,6,8,5.86
1994,6,9,5.78
1994,6,10,5.51
1994,6,11,5.52
1994,6,12,5.72
1994,6,13,5.64
1994,6,14,5.8
1994,6,15,5.66
1994,6,16,5.93
1994,6,17,5.76
1994,6,18,5.83
1994,6,19,5.65
1994,6,20,5.91
1994,6,21,6.01
1994,6,22,5.89
1994,6,23,5.73
1994,6,24,5.63
1994,6,25,5.51
1994,6,26,5.86
1994,6,27,5.72
1994,6,28,5.78
1994,6,29,5.91
1994,6,30,5.92
1994,7,1,5.67
1994,7,2,5.84
1994,7,3,5.73
1994,7,4,5.6
1994,7,5,5.65
1994,7,6,5.76
1994,7,7,5.79
1994,7,8,5.91
1994,7,9,5.84
1994,7,10,5.94
1994,7,11,5.86
1994,7,12,5.98
1994,7,13,5.83
1994,7,14,5.45
1994,7,15,5.78
1994,7,16,5.52
1994,7,17,5.59
1994,7,18,6.01
1994,7,19,5.62
1994,7,20,5.74
1994,7,21,6.11
1994,7,22,5.63
1994,7,23,6.15
1994,7,24,6.28
1994,7,25,6.29
1994,7,26,6.35
1994,7,27,6.33
1994,7,28,5.83
1994,7,29,5.75
1994,7,30,5.97
1994,7,31,5.87
1994,8,1,6.1
1994,8,2,5.89
1994,8,3,6.0
1994,8,4,5.7
1994,8,5,6.25
1994,8,6,6.11
1994,8,7,5.62
1994,8,8,5.91
1994,8,9,5.93
1994,8,10,6.13
1994,8,11,6.32
1994,8,12,6.19
1994,8,13,6.8
1994,8,14,6.69
1994,8,15,6.66
1994,8,16,6.38
1994,8,17,6.04
1994,8,18,6.39
1994,8,19,6.18
1994,8,20,6.17
1994,8,21,6.39
1994,8,22,6.56
1994,8,23,6.58
1994,8,24,6.67
1994,8,25,6.06
1994,8,26,6.63
1994,8,27,6.39
1994,8,28,6.78
1994,8,29,6.92
1994,8,30,6.84
1994,8,31,7.02
1994,9,1,7.07
1994,9,2,6.79
1994,9,3,6.59
1994,9,4,6.36
1994,9,5,6.55
1994,9,6,6.53
1994,9,7,6.28
1994,9,8,6.05
1994,9,9,6.69
1994,9,10,6.7
1994,9,11,6.75
1994,9,12,6.72
1994,9,13,6.82
1994,9,14,6.65
1994,9,15,6.92
1994,9,16,7.18
1994,9,17,7.03
1994,9,18,7.23
1994,9,19,7.2
1994,9,20,7.28
1994,9,21,7.39
1994,9,22,7.21
1994,9,23,6.94
1994,9,24,7.18
1994,9,25,7.31
1994,9,26,7.41
1994,9,27,7.35
1994,9,28,7.4
1994,9,29,7.54
1994,9,30,7.49
1994,10,1,7.42
1994,10,2,7.12
1994,10,3,7.0
1994,10,4,7.33
1994,10,5,7.37
1994,10,6,6.77
1994,10,7,6.62
1994,10,8,7.04
1994,10,9,7.35
1994,10,10,7.28
1994,10,11,7.77
1994,10,12,7.71
1994,10,13,7.82
1994,10,14,7.81
1994,10,15,7.81
1994,10,16,7.68
1994,10,17,7.5
1994,10,18,7.65
1994,10,19,7.69
1994,10,20,7.8
1994,10,21,7.71
1994,10,22,7.86
1994,10,23,7.81
1994,10,24,7.69
1994,10,25,7.61
1994,10,26,7.65
1994,10,27,7.68
1994,10,28,7.64
1994,10,29,7.83
1994,10,30,7.4
1994,10,31,7.68
1994,11,1,7.7
1994,11,2,8.03
1994,11,3,7.75
1994,11,4,7.93
1994,11,5,7.85
1994,11,6,7.77
1994,11,7,7.99
1994,11,8,7.92
1994,11,9,7.67
1994,11,10,7.72
1994,11,11,7.87
1994,11,12,7.95
1994,11,13,7.71
1994,11,14,7.98
1994,11,15,7.95
1994,11,16,7.38
1994,11,17,7.86
1994,11,18,7.86
1994,11,19,7.55
1994,11,20,7.57
1994,11,21,7.72
1994,11,22,7.8
1994,11,23,7.74
1994,11,24,7.61
1994,11,25,8.18
1994,11,26,7.98
1994,11,27,8.01
1994,11,28,7.65
1994,11,29,7.64
1994,11,30,7.68
1994,12,1,7.42
1994,12,2,7.43
1994,12,3,7.47
1994,12,4,7.75
1994,12,5,7.36
1994,12,6,7.34
1994,12,7,7.28
1994,12,8,7.66
1994,12,9,7.5
1994,12,10,7.8
1994,12,11,7.75
1994,12,12,7.33
1994,12,13,7.6
1994,12,14,7.36
1994,12,15,7.36
1994,12,16,7.81
1994,12,17,7.82
1994,12,18,7.41
1994,12,19,7.55
1994,12,20,7.74
1994,12,21,7.51
1994,12,22,7.68
1994,12,23,7.69
1994,12,24,7.64
1994,12,25,7.66
1994,12,26,7.79
1994,12,27,7.82
1994,12,28,7.79
1994,12,29,7.65
1994,12,30,7.49
1994,12,31,7.81
1995,1,1,7.73
1995,1,2,7.88
1995,1,3,7.75
1995,1,4,7.73
1995,1,5,7.82
1995,1,6,7.8
1995,1,7,7.77
1995,1,8,7.64
1995,1,9,7.82
1995,1,10,7.76
1995,1,11,7.62
1995,1,12,7.58
1995,1,13,7.71
1995,1,14,7.77
1995,1,15,7.56
1995,1,16,6.92
1995,1,17,7.63
1995,1,18,7.36
1995,1,19,7.64
1995,1,20,7.58
1995,1,21,7.79
1995,1,22,7.79
1995,1,23,7.49
1995,1,24,7.79
1995,1,25,7.83
1995,1,26,7.78
1995,1,27,7.66
1995,1,28,7.36
1995,1,29,7.37
1995,1,30,7.67
1995,1,31,7.47
1995,2,1,7.6
1995,2,2,7.7
1995,2,3,7.68
1995,2,4,7.86
1995,2,5,7.67
1995,2,6,7.56
1995,2,7,7.78
1995,2,8,7.79
1995,2,9,7.28
1995,2,10,7.53
1995,2,11,7.62
1995,2,12,7.54
1995,2,13,7.56
1995,2,14,7.36
1995,2,15,7.85
1995,2,16,7.6
1995,2,17,7.68
1995,2,18,7.67
1995,2,19,7.35
1995,2,20,7.77
1995,2,21,7.75
1995,2,22,7.64
1995,2,23,7.73
1995,2,24,7.67
1995,2,25,7.88
1995,2,26,7.1
1995,2,27,7.64
1995,2,28,7.61
1995,3,1,7.26
1995,3,2,7.66
1995,3,3,7.53
1995,3,4,7.49
1995,3,5,7.47
1995,3,6,7.65
1995,3,7,7.5
1995,3,8,7.4
1995,3,9,7.5
1995,3,10,7.54
1995,3,11,7.29
1995,3,12,7.03
1995,3,13,7.55
1995,3,14,7.5
1995,3,15,7.24
1995,3,16,7.31
1995,3,17,7.12
1995,3,18,7.3
1995,3,19,7.36
1995,3,20,7.41
1995,3,21,7.05
1995,3,22,7.44
1995,3,23,7.38
1995,3,24,7.37
1995,3,25,7.24
1995,3,26,7.26
1995,3,27,6.69
1995,3,28,7.03
1995,3,29,7.04
1995,3,30,7.31
1995,3,31,7.21
1995,4,1,7.23
1995,4,2,6.94
1995,4,3,7.23
1995,4,4,6.51
1995,4,5,6.72
1995,4,6,7.06
1995,4,7,6.89
1995,4,8,6.95
1995,4,9,6.82
1995,4,10,6.81
1995,4,11,6.84
1995,4,12,7.17
1995,4,13,7.08
1995,4,14,6.9
1995,4,15,6.9
1995,4,16,6.69
1995,4,17,6.85
1995,4,18,6.89
1995,4,19,6.58
1995,4,20,6.92
1995,4,21,6.55
1995,4,22,6.7
1995,4,23,6.64
1995,4,24,6.66
1995,4,25,6.55
1995,4,26,6.49
1995,4,27,6.71
1995,4,28,6.56
1995,4,29,6.76
1995,4,30,6.25
1995,5,1,6.73
1995,5,2,6.0
1995,5,3,6.55
1995,5,4,6.37
1995,5,5,6.17
1995,5,6,6.32
1995,5,7,5.94
1995,5,8,6.08
1995,5,9,6.13
1995,5,10,5.98
1995,5,11,6.21
1995,5,12,6.38
1995,5,13,6.05
1995,5,14,6.17
1995,5,15,5.97
1995,5,16,5.82
1995,5,17,5.52
1995,5,18,5.81
1995,5,19,5.96
1995,5,20,5.81
1995,5,21,6.09
1995,5,22,5.98
1995,5,23,6.07
1995,5,24,5.86
1995,5,25,6.06
1995,5,26,5.97
1995,5,27,6.01
1995,5,28,5.86
1995,5,29,5.68
1995,5,30,6.02
1995,5,31,5.98
1995,6,1,5.77
1995,6,2,5.58
1995,6,3,5.71
1995,6,4,5.88
1995,6,5,5.63
1995,6,6,5.53
1995,6,7,5.76
1995,6,8,5.94
1995,6,9,5.68
1995,6,10,5.75
1995,6,11,5.57
1995,6,12,5.78
1995,6,13,5.42
1995,6,14,5.23
1995,6,15,5.14
1995,6,16,4.89
1995,6,17,5.52
1995,6,18,5.32
1995,6,19,4.94
1995,6,20,5.23
1995,6,21,5.14
1995,6,22,4.94
1995,6,23,5.13
1995,6,24,5.32
1995,6,25,5.2
1995,6,26,5.14
1995,6,27,5.28
1995,6,28,5.09
1995,6,29,5.32
1995,6,30,5.19
1995,7,1,5.56
1995,7,2,5.28
1995,7,3,5.51
1995,7,4,5.56
1995,7,5,5.37
1995,7,6,5.95
1995,7,7,5.55
1995,7,8,5.6
1995,7,9,5.45
1995,7,10,5.76
1995,7,11,5.61
1995,7,12,5.89
1995,7,13,5.98
1995,7,14,5.69
1995,7,15,5.91
1995,7,16,5.74
1995,7,17,5.73
1995,7,18,5.54
1995,7,19,5.66
1995,7,20,5.9
1995,7,21,5.97
1995,7,22,5.46
1995,7,23,5.74
1995,7,24,5.81
1995,7,25,6.02
1995,7,26,6.09
1995,7,27,6.0
1995,7,28,5.94
1995,7,29,5.88
1995,7,30,5.99
1995,7,31,5.73
1995,8,1,6.27
1995,8,2,6.08
1995,8,3,6.34
1995,8,4,6.1
1995,8,5,6.23
1995,8,6,6.32
1995,8,7,6.18
1995,8,8,6.14
1995,8,9,6.26
1995,8,10,6.03
1995,8,11,6.33
1995,8,12,6.32
1995,8,13,6.43
1995,8,14,6.41
1995,8,15,6.27
1995,8,16,6.49
1995,8,17,6.12
1995,8,18,6.23
1995,8,19,6.2
1995,8,20,6.48
1995,8,21,6.56
1995,8,22,6.31
1995,8,23,6.58
1995,8,24,6.64
1995,8,25,6.54
1995,8,26,6.28
1995,8,27,6.25
1995,8,28,6.4
1995,8,29,6.51
1995,8,30,6.51
1995,8,31,6.55
1995,9,1,6.41
1995,9,2,5.81
1995,9,3,6.27
1995,9,4,6.02
1995,9,5,6.13
1995,9,6,6.76
1995,9,7,5.94
1995,9,8,6.3
1995,9,9,6.07
1995,9,10,6.55
1995,9,11,6.93
1995,9,12,6.86
1995,9,13,7.17
1995,9,14,6.62
1995,9,15,6.09
1995,9,16,6.81
1995,9,17,6.86
1995,9,18,6.31
1995,9,19,6.97
1995,9,20,6.64
1995,9,21,6.42
1995,9,22,6.42
1995,9,23,6.62
1995,9,24,6.62
1995,9,25,7.37
1995,9,26,7.2
1995,9,27,7.5
1995,9,28,6.89
1995,9,29,6.7
1995,9,30,7.41
1995,10,1,7.26
1995,10,2,7.56
1995,10,3,6.94
1995,10,4,7.14
1995,10,5,7.15
1995,10,6,7.38
1995,10,7,7.07
1995,10,8,6.84
1995,10,9,6.97
1995,10,10,7.1
1995,10,11,7.4
1995,10,12,7.24
1995,10,13,7.46
1995,10,14,7.62
1995,10,15,7.63
1995,10,16,7.38
1995,10,17,7.42
1995,10,18,7.38
1995,10,19,7.56
1995,10,20,7.76
1995,10,21,7.38
1995,10,22,6.95
1995,10,23,7.53
1995,10,24,7.45
1995,10,25,7.61
1995,10,26,7.64
1995,10,27,7.29
1995,10,28,7.61
1995,10,29,7.86
1995,10,30,7.38
1995,10,31,7.32
1995,11,1,7.65
1995,11,2,7.74
1995,11,3,7.49
1995,11,4,7.94
1995,11,5,6.63
1995,11,6,7.47
1995,11,7,7.06
1995,11,8,7.92
1995,11,9,7.85
1995,11,10,7.64
1995,11,11,7.08
1995,11,12,7.23
1995,11,13,7.87
1995,11,14,7.8
1995,11,15,7.53
1995,11,16,7.43
1995,11,17,6.89
1995,11,18,7.29
1995,11,19,7.74
1995,11,20,7.3
1995,11,21,7.61
1995,11,22,7.2
1995,11,23,7.32
1995,11,24,7.08
1995,11,25,7.18
1995,11,26,7.73
1995,11,27,7.14
1995,11,28,7.15
1995,11,29,7.52
1995,11,30,7.21
1995,12,1,7.63
1995,12,2,7.32
1995,12,3,7.41
1995,12,4,7.5
1995,12,5,6.93
1995,12,6,7.65
1995,12,7,6.94
1995,12,8,7.74
1995,12,9,7.15
1995,12,10,7.59
1995,12,11,7.72
1995,12,12,7.14
1995,12,13,7.76
1995,12,14,7.49
1995,12,15,7.14
1995,12,16,7.14
1995,12,17,7.47
1995,12,18,7.66
1995,12,19,7.69
1995,12,20,6.9
1995,12,21,7.4
1995,12,22,7.67
1995,12,23,7.54
1995,12,24,7.65
1995,12,25,7.68
1995,12,26,7.78
1995,12,27,7.68
1995,12,28,7.87
1995,12,29,7.34
1995,12,30,7.63
1995,12,31,7.79
1996,1,1,7.69
1996,1,2,7.78
1996,1,3,7.77
1996,1,4,7.97
1996,1,5,7.83
1996,1,6,7.98
1996,1,7,8.0
1996,1,8,7.51
1996,1,9,7.43
1996,1,10,7.8
1996,1,11,7.08
1996,1,12,7.52
1996,1,13,7.82
1996,1,14,7.69
1996,1,15,7.55
1996,1,16,7.84
1996,1,17,7.91
1996,1,18,7.82
1996,1,19,7.7
1996,1,20,7.45
1996,1,21,7.91
1996,1,22,7.76
1996,1,23,7.49
1996,1,24,7.98
1996,1,25,7.75
1996,1,26,6.78
1996,1,27,7.16
1996,1,28,7.72
1996,1,29,7.85
1996,1,30,7.62
1996,1,31,7.1
1996,2,1,7.45
1996,2,2,7.58
1996,2,3,7.5
1996,2,4,7.68
1996,2,5,7.41
1996,2,6,7.29
1996,2,7,7.8
1996,2,8,7.81
1996,2,9,7.82
1996,2,10,6.88
1996,2,11,7.3
1996,2,12,6.74
1996,2,13,7.14
